,Source,Destination,Class
1091,7441,44939,0
1092,26681,32187,0
1093,43984,6542,0
1094,48428,10419,0
1095,1875,12096,0
1096,35423,42001,0
1097,5712,477,0
1098,3168,44512,0
1099,38592,14418,0
1100,9668,27396,0
1101,24296,33814,0
1102,6739,4666,0
1103,13022,14869,0
1104,44745,32654,0
1105,33349,8616,0
1106,29431,8003,0
1107,23172,23461,0
1108,29797,47199,0
1109,14290,26849,0
1110,10914,30949,0
1111,32231,35234,0
1112,27872,14691,0
1113,3863,6056,0
1114,48132,41925,0
1115,11278,19333,0
1116,25243,38239,0
1117,6474,47378,0
1118,48806,20901,0
1119,14580,22831,0
1120,12590,35749,0
1121,43171,40912,0
1122,48376,39252,0
1123,17535,24336,0
1124,7210,31204,0
1125,25218,5348,0
1126,20823,20611,0
1127,10295,49751,0
1128,42704,33340,0
1129,27568,34063,0
1130,44947,30667,0
1131,15341,36700,0
1132,29743,12038,0
1133,12338,32680,0
1134,34061,7108,0
1135,29178,1649,0
1136,14947,3003,0
1137,8177,21729,0
1138,27787,33585,0
1139,13454,3141,0
1140,28658,10658,0
1141,21393,23743,0
1142,37740,32995,0
1143,42782,9437,0
1144,36016,23401,0
1145,15418,36516,0
1146,48729,23663,0
1147,17625,13275,0
1148,13116,33886,0
1149,11250,44588,0
1150,10863,5481,0
1151,29872,41091,0
1152,22991,29441,0
1153,14704,19618,0
1154,42172,6660,0
1155,5683,40567,0
1156,39895,32545,0
1157,30083,6198,0
1158,9594,39450,0
1159,7045,28238,0
1160,15642,545,0
1161,21238,16234,0
1162,46323,26291,0
1163,30362,9935,0
1164,48239,40027,0
1165,46276,32137,0
1166,26626,7084,0
1167,22395,38963,0
1168,2654,47003,0
1169,17088,40346,0
1170,5002,15107,0
1171,21937,16393,0
1172,7973,10921,0
1173,30242,47144,0
1174,5533,43790,0
1175,247,41324,0
1176,40883,15437,0
1177,14880,49806,0
1178,48597,16673,0
1179,48778,12547,0
1180,32150,18359,0
1181,3212,4112,0
1182,23413,17375,0
1183,10924,28872,0
1184,19509,2108,0
1185,42720,24504,0
1186,30336,46405,0
1187,30585,45389,0
1188,43366,22400,0
1189,44643,17719,0
1190,11243,13541,0
1191,33462,45513,0
1192,7671,12784,0
1193,19180,49531,0
1194,2008,49995,0
1195,10602,11451,0
1196,31187,1292,0
1197,45370,32169,0
1198,49593,5310,0
1199,7058,15186,0
1200,6321,29445,0
1201,17470,27942,0
1202,45408,42260,0
1203,37706,13465,0
1204,30148,48397,0
1205,41338,46703,0
1206,38751,23902,0
1207,46985,29146,0
1208,17408,34419,0
1209,46018,17279,0
1210,47260,11823,0
1211,40909,16203,0
1212,38998,2087,0
1213,25176,47969,0
1214,31743,4748,0
1215,35897,20163,0
1216,23708,15148,0
1217,17324,33378,0
1218,36731,13384,0
1219,39030,5947,0
1220,3609,31616,0
1221,1342,14455,0
1222,19917,7140,0
1223,30999,6667,0
1224,5483,33018,0
1225,17470,43002,0
1226,22306,48615,0
1227,11948,48173,0
1228,44336,42219,0
1229,6873,21798,0
1230,1950,10524,0
1231,6146,27885,0
1232,30367,35622,0
1233,13105,10529,0
1234,34672,13491,0
1235,15968,1148,0
1236,2023,40049,0
1237,13351,30183,0
1238,47383,9920,0
1239,45278,32714,0
1240,15827,21854,0
1241,30210,41273,0
1242,23726,26842,0
1243,44718,2512,0
1244,15395,23917,0
1245,43720,33211,0
1246,36861,40568,0
1247,3973,14119,0
1248,4833,14977,0
1249,40651,37239,0
1250,35733,4432,0
1251,21788,43333,0
1252,14054,38412,0
1253,389,29567,0
1254,37974,46975,0
1255,30051,34985,0
1256,44412,41059,0
1257,41298,31573,0
1258,29936,12781,0
1259,26287,33496,0
1260,18339,9398,0
1261,13940,18281,0
1262,476,33134,0
1263,28100,16717,0
1264,26466,39096,0
1265,13812,10367,0
1266,486,16294,0
1267,42349,49153,0
1268,3892,49751,0
1269,13260,17209,0
1270,29317,92,0
1271,15168,5952,0
1272,34984,42786,0
1273,34641,46584,0
1274,31582,39057,0
1275,17963,7956,0
1276,25041,17676,0
1277,54,20959,0
1278,20167,35156,0
1279,7647,9625,0
1280,33227,45325,0
1281,42628,46474,0
1282,7640,46361,0
1283,39588,32773,0
1284,48726,11820,0
1285,7874,21867,0
1286,11248,9026,0
1287,34054,47174,0
1288,40527,38061,0
1289,36854,36498,0
1290,32516,47569,0
1291,17200,30951,0
1292,29224,10235,0
1293,28213,26177,0
1294,5331,14048,0
1295,2192,21279,0
1296,21640,43165,0
1297,1800,41400,0
1298,16898,5888,0
1299,43306,14615,0
1300,2501,9956,0
1301,42580,42996,0
1302,25128,41191,0
1303,13303,27593,0
1304,22571,41984,0
1305,23887,1014,0
1306,29272,45530,0
1307,33714,17281,0
1308,4995,27281,0
1309,11582,12820,0
1310,36870,34348,0
1311,16413,22061,0
1312,46570,101,0
1313,10245,43299,0
1314,43869,18111,0
1315,21041,21494,0
1316,4937,38041,0
1317,27517,20034,0
1318,25383,31510,0
1319,42820,46778,0
1320,16984,38250,0
1321,1539,10110,0
1322,15030,86,0
1323,16874,45437,0
1324,24980,33722,0
1325,31479,25830,0
1326,6518,27328,0
1327,32821,8904,0
1328,36757,16512,0
1329,40371,41065,0
1330,9039,36677,0
1331,21781,6378,0
1332,1157,18272,0
1333,9805,8826,0
1334,32711,6265,0
1335,23233,27527,0
1336,38631,13218,0
1337,28716,40895,0
1338,3212,33106,0
1339,46127,23451,0
1340,20847,8954,0
1341,13968,3793,0
1342,2093,28015,0
1343,34385,7821,0
1344,38831,44770,0
1345,24062,30011,0
1346,11082,23743,0
1347,40712,22268,0
1348,11852,34507,0
1349,37049,38389,0
1350,26286,25783,0
1351,43353,8529,0
1352,3988,21784,0
1353,6350,26939,0
1354,36811,12560,0
1355,585,26690,0
1356,21407,30996,0
1357,6560,36548,0
1358,35941,16087,0
1359,1144,19514,0
1360,36667,20917,0
1361,17020,35008,0
1362,4766,26400,0
1363,38360,28165,0
1364,25589,47146,0
1365,48456,31825,0
1366,29743,18430,0
1367,45761,17570,0
1368,29740,43042,0
1369,11375,30919,0
1370,22928,39857,0
1371,21438,34631,0
1372,38590,44842,0
1373,44693,41114,0
1374,16964,29599,0
1375,33668,12293,0
1376,43486,45810,0
1377,32826,20120,0
1378,3836,20989,0
1379,24762,4707,0
1380,44648,43034,0
1381,6203,7240,0
1382,9508,48751,0
1383,7140,11536,0
1384,2460,41125,0
1385,33859,30705,0
1386,29078,15165,0
1387,40838,17788,0
1388,7643,7626,0
1389,20527,36817,0
1390,11712,5964,0
1391,48823,40455,0
1392,42546,40620,0
1393,10884,857,0
1394,22174,45410,0
1395,1417,7756,0
1396,5572,13974,0
1397,33988,21666,0
1398,36294,48389,0
1399,49591,41532,0
1400,22347,43086,0
1401,28277,26406,0
1402,39597,7789,0
1403,42828,47099,0
1404,2078,268,0
1405,22584,31695,0
1406,31914,9249,0
1407,41776,36622,0
1408,5222,45059,0
1409,11028,44528,0
1410,31295,22948,0
1411,47916,9549,0
1412,33436,3783,0
1413,49969,36580,0
1414,48337,40346,0
1415,20350,27075,0
1416,9682,43403,0
1417,49771,3761,0
1418,21382,39559,0
1419,29796,23271,0
1420,31775,43183,0
1421,48956,22833,0
1422,16410,285,0
1423,22773,18361,0
1424,39315,4669,0
1425,11789,42532,0
1426,35552,45284,0
1427,22685,16262,0
1428,12458,6669,0
1429,4692,27874,0
1430,41360,35000,0
1431,5468,21679,0
1432,49936,19262,0
1433,11661,45006,0
1434,21638,6129,0
1435,34021,43440,0
1436,49109,24179,0
1437,48106,18317,0
1438,36117,16396,0
1439,8885,18519,0
1440,8930,734,0
1441,34995,31753,0
1442,32685,30171,0
1443,21607,4722,0
1444,19657,49496,0
1445,6400,13149,0
1446,47068,29588,0
1447,48578,45080,0
1448,17560,26330,0
1449,31567,30186,0
1450,15756,3,0
1451,39071,6537,0
1452,26148,38710,0
1453,3423,26565,0
1454,24032,8132,0
1455,6024,39815,0
1456,25374,16843,0
1457,36428,24902,0
1458,46293,41461,0
1459,37228,23265,0
1460,35936,48791,0
1461,16296,19730,0
1462,41244,16492,0
1463,38343,671,0
1464,16215,21993,0
1465,22272,4334,0
1466,22394,43924,0
1467,27362,23635,0
1468,10864,3856,0
1469,27859,18025,0
1470,35287,42087,0
1471,31271,9640,0
1472,33378,18218,0
1473,39816,16466,0
1474,25527,3852,0
1475,36818,26376,0
1476,30751,23345,0
1477,30593,15589,0
1478,33888,46778,0
1479,24620,29943,0
1480,44629,40562,0
1481,48522,5655,0
1482,42210,36593,0
1483,17605,2263,0
1484,3451,11943,0
1485,2139,27957,0
1486,494,25826,0
1487,36457,22583,0
1488,25972,25032,0
1489,1305,2656,0
1490,44851,33966,0
1491,6476,16661,0
1492,24058,28146,0
1493,38778,8489,0
1494,10605,6382,0
1495,9552,1911,0
1496,15469,43090,0
1497,44433,37590,0
1498,4847,17692,0
1499,17909,28688,0
1500,7732,20902,0
1501,34497,7235,0
1502,13064,2775,0
1503,30341,13624,0
1504,36368,13092,0
1505,23939,41636,0
1506,43828,12526,0
1507,42725,3804,0
1508,21393,43719,0
1509,43946,8051,0
1510,3642,32987,0
1511,1894,33387,0
1512,12146,46420,0
1513,10009,47799,0
1514,40427,44862,0
1515,35817,9956,0
1516,39349,10533,0
1517,42148,18695,0
1518,1660,45234,0
1519,22601,29984,0
1520,16661,37116,0
1521,21314,47748,0
1522,23884,24559,0
1523,21880,6280,0
1524,40897,10452,0
1525,47564,2144,0
1526,36533,45185,0
1527,34286,31874,0
1528,472,10895,0
1529,13566,6153,0
1530,12640,13343,0
1531,37339,3177,0
1532,13933,23882,0
1533,29975,30778,0
1534,40094,19146,0
1535,31037,11391,0
1536,46345,42643,0
1537,19687,37713,0
1538,1052,4007,0
1539,28993,35592,0
1540,421,29804,0
1541,35329,25427,0
1542,30108,41106,0
1543,21558,13934,0
1544,41650,29506,0
1545,2979,17343,0
1546,15625,11657,0
1547,15520,14115,0
1548,42931,25698,0
1549,42454,17408,0
1550,3432,292,0
1551,6404,18962,0
1552,14429,15953,0
1553,6680,36573,0
1554,24429,27984,0
1555,21248,19528,0
1556,7560,3374,0
1557,15577,42326,0
1558,1123,30611,0
1559,33746,29435,0
1560,42852,38772,0
1561,21919,47467,0
1562,15883,2624,0
1563,6546,28063,0
1564,3887,43101,0
1565,8381,42369,0
1566,32923,47303,0
1567,43174,48622,0
1568,28112,39468,0
1569,40547,24702,0
1570,1573,14982,0
1571,46111,35026,0
1572,23391,28143,0
1573,20744,373,0
1574,33076,22635,0
1575,31825,38925,0
1576,47552,38081,0
1577,20176,855,0
1578,1925,25987,0
1579,8204,42672,0
1580,3448,43404,0
1581,28218,25342,0
1582,14079,12699,0
1583,8407,27725,0
1584,31608,1892,0
1585,22581,19643,0
1586,47258,40263,0
1587,15974,2146,0
1588,33706,40185,0
1589,7797,47394,0
1590,36271,37563,0
1591,13790,19362,0
1592,7619,6182,0
1593,5220,3589,0
1594,11637,24180,0
1595,6091,29711,0
1596,12181,3864,0
1597,47849,15979,0
1598,6147,25856,0
1599,33677,46021,0
1600,633,43942,0
1601,13525,10204,0
1602,34724,4634,0
1603,5102,10134,0
1604,13956,44133,0
1605,13683,27759,0
1606,41035,20453,0
1607,44635,785,0
1608,20639,18241,0
1609,9819,1718,0
1610,31075,33835,0
1611,30336,5388,0
1612,46830,28431,0
1613,47247,6088,0
1614,46406,28103,0
1615,14400,22273,0
1616,32121,34856,0
1617,39584,64,0
1618,19449,41950,0
1619,36484,38744,0
1620,49953,11403,0
1621,31652,36448,0
1622,16238,3457,0
1623,32356,4521,0
1624,14533,48035,0
1625,33619,16349,0
1626,4696,47487,0
1627,40833,10654,0
1628,20545,22497,0
1629,41963,13093,0
1630,48070,24568,0
1631,16441,49987,0
1632,11038,10749,0
1633,16074,46029,0
1634,33404,18797,0
1635,28719,44844,0
1636,30648,41072,0
1637,16575,9801,0
1638,13088,33318,0
1639,34608,15523,0
1640,9054,12343,0
1641,9421,32516,0
1642,30418,12502,0
1643,27230,3067,0
1644,3665,37483,0
1645,28877,49567,0
1646,28437,27603,0
1647,6618,30247,0
1648,8014,35057,0
1649,24771,23239,0
1650,3719,41102,0
1651,30602,14659,0
1652,33098,26984,0
1653,49414,26535,0
1654,38190,47112,0
1655,23596,37272,0
1656,12954,2362,0
1657,44239,37671,0
1658,28945,24976,0
1659,41670,23555,0
1660,16858,8180,0
1661,28618,43048,0
1662,22776,17504,0
1663,13519,28377,0
1664,17408,8812,0
1665,30827,2884,0
1666,19499,38579,0
1667,27158,11835,0
1668,6621,10142,0
1669,2526,3975,0
1670,37471,34943,0
1671,47792,16844,0
1672,1359,48451,0
1673,11448,46968,0
1674,38666,32115,0
1675,27677,26171,0
1676,6192,21521,0
1677,16848,7842,0
1678,18062,20340,0
1679,28340,32342,0
1680,34544,42060,0
1681,11267,22986,0
1682,27838,20612,0
1683,49578,29918,0
1684,44738,23597,0
1685,25061,33150,0
1686,15526,41046,0
1687,47100,644,0
1688,8124,38584,0
1689,22634,33612,0
1690,9659,31660,0
1691,23295,18045,0
1692,2468,2815,0
1693,46027,18337,0
1694,20623,15882,0
1695,19014,2828,0
1696,39143,48295,0
1697,34466,18583,0
1698,38673,4023,0
1699,29842,20932,0
1700,34844,17223,0
1701,22960,48307,0
1702,48962,30709,0
1703,48155,28923,0
1704,32542,32498,0
1705,17381,37860,0
1706,24101,20545,0
1707,36867,11019,0
1708,11917,29645,0
1709,5851,30222,0
1710,1367,33362,0
1711,41276,24674,0
1712,31863,11622,0
1713,897,30969,0
1714,10376,14281,0
1715,43569,14948,0
1716,36477,3078,0
1717,8259,43831,0
1718,29338,3470,0
1719,6966,49507,0
1720,13814,8026,0
1721,21994,34167,0
1722,5004,24314,0
1723,3022,32397,0
1724,39306,42758,0
1725,31235,38252,0
1726,43246,41440,0
1727,1876,47360,0
1728,12440,23512,0
1729,9383,45859,0
1730,16232,10430,0
1731,40904,37876,0
1732,22459,39757,0
1733,31750,32632,0
1734,14554,9879,0
1735,36096,40138,0
1736,49115,7673,0
1737,46194,34045,0
1738,1533,15099,0
1739,43299,42390,0
1740,9592,18090,0
1741,17593,10523,0
1742,19862,19651,0
1743,28641,5770,0
1744,35145,23297,0
1745,49939,3589,0
1746,47114,1184,0
1747,33834,49335,0
1748,21979,49858,0
1749,37445,12298,0
1750,24322,46103,0
1751,12447,29944,0
1752,8730,8676,0
1753,11692,17768,0
1754,543,2467,0
1755,42000,13727,0
1756,9154,5971,0
1757,13414,38778,0
1758,37541,16143,0
1759,28978,43420,0
1760,41718,13260,0
1761,29340,11756,0
1762,14181,28333,0
1763,39655,4200,0
1764,45606,7056,0
1765,26063,19807,0
1766,39090,44580,0
1767,5426,25080,0
1768,35021,30966,0
1769,10884,42525,0
1770,21062,28090,0
1771,38943,961,0
1772,8896,11947,0
1773,40256,45895,0
1774,38542,7972,0
1775,6362,42148,0
1776,26724,23838,0
1777,39589,10908,0
1778,36439,39672,0
1779,46040,32773,0
1780,7649,25323,0
1781,22572,10721,0
1782,3241,20911,0
1783,20855,6270,0
1784,30872,9637,0
1785,4869,5133,0
1786,6770,4975,0
1787,15655,3578,0
1788,17160,45299,0
1789,39952,11899,0
1790,12863,16774,0
1791,10483,24811,0
1792,9997,32273,0
1793,19099,15827,0
1794,23973,20978,0
1795,37628,8167,0
1796,13607,4625,0
1797,26472,20742,0
1798,12003,29098,0
1799,49887,10888,0
1800,40677,639,0
1801,30189,13902,0
1802,6997,26457,0
1803,39959,33607,0
1804,23976,42567,0
1805,38141,47009,0
1806,28727,11663,0
1807,6437,47933,0
1808,24074,48737,0
1809,31889,4793,0
1810,18002,45362,0
1811,47023,44560,0
1812,36855,19332,0
1813,47073,45586,0
1814,6942,2964,0
1815,30460,3411,0
1816,15900,47866,0
1817,31141,38269,0
1818,20908,40939,0
1819,35973,37532,0
1820,32226,23969,0
1821,49284,17741,0
1822,39839,30815,0
1823,8971,13544,0
1824,23329,5549,0
1825,760,44656,0
1826,36871,14738,0
1827,25753,42881,0
1828,22377,34149,0
1829,45272,28955,0
1830,26313,21755,0
1831,44113,45965,0
1832,40971,5192,0
1833,21199,24499,0
1834,43282,30761,0
1835,9040,2919,0
1836,22429,30525,0
1837,45934,46228,0
1838,24980,19337,0
1839,45139,4640,0
1840,27576,20000,0
1841,10698,33743,0
1842,46879,7008,0
1843,46938,26836,0
1844,742,24613,0
1845,11363,26963,0
1846,27063,6768,0
1847,13895,6865,0
1848,14917,6361,0
1849,13378,25594,0
1850,46966,4159,0
1851,13068,5366,0
1852,9317,48058,0
1853,27197,33536,0
1854,48849,27746,0
1855,30317,12477,0
1856,32157,554,0
1857,16968,33696,0
1858,37468,40203,0
1859,34944,33966,0
1860,37170,38294,0
1861,35414,28253,0
1862,38157,47595,0
1863,24965,27858,0
1864,17896,2416,0
1865,24659,44555,0
1866,39729,14165,0
1867,20832,45750,0
1868,46451,43663,0
1869,25833,47266,0
1870,3882,9632,0
1871,1083,24101,0
1872,36061,6722,0
1873,789,6658,0
1874,34975,43990,0
1875,21123,24207,0
1876,24613,2681,0
1877,39010,21244,0
1878,47270,19795,0
1879,19905,37604,0
1880,7379,1513,0
1881,48576,11880,0
1882,16013,40656,0
1883,8001,45590,0
1884,9047,11929,0
1885,6715,20946,0
1886,2775,23018,0
1887,22125,43615,0
1888,4903,15669,0
1889,20376,21913,0
1890,16024,28922,0
1891,17868,43536,0
1892,2974,9083,0
1893,23659,18753,0
1894,41567,8531,0
1895,5408,27855,0
1896,11751,48497,0
1897,21342,28832,0
1898,32813,27380,0
1899,3977,44177,0
1900,5510,11543,0
1901,4014,25750,0
1902,6743,34082,0
1903,36468,45676,0
1904,48157,20540,0
1905,30478,21954,0
1906,40317,33128,0
1907,12033,21391,0
1908,49882,20156,0
1909,35638,39742,0
1910,26801,40621,0
1911,30419,11925,0
1912,2330,19877,0
1913,32483,23839,0
1914,49474,43716,0
1915,40405,45026,0
1916,36496,368,0
1917,36210,6198,0
1918,44830,31857,0
1919,38148,2889,0
1920,17181,10502,0
1921,20272,49051,0
1922,42958,33884,0
1923,26640,31254,0
1924,10648,41414,0
1925,15817,20849,0
1926,2644,18882,0
1927,28928,42095,0
1928,4047,32033,0
1929,46677,6179,0
1930,1566,26432,0
1931,332,20637,0
1932,39508,48019,0
1933,37846,2150,0
1934,1313,42201,0
1935,48279,5203,0
1936,7892,31794,0
1937,44678,24646,0
1938,31038,9472,0
1939,3249,7328,0
1940,28780,19192,0
1941,48348,46098,0
1942,29297,16678,0
1943,21603,40203,0
1944,38674,10825,0
1945,27292,22148,0
1946,39352,8259,0
1947,38066,44153,0
1948,12011,40425,0
1949,1251,19981,0
1950,27127,41679,0
1951,20688,12469,0
1952,6733,33878,0
1953,1593,8606,0
1954,16628,12150,0
1955,9874,25939,0
1956,21989,5341,0
1957,25537,29806,0
1958,49551,36341,0
1959,46108,27885,0
1960,10844,29594,0
1961,14993,6950,0
1962,4491,37311,0
1963,6283,9856,0
1964,26247,13350,0
1965,20382,38561,0
1966,37014,14963,0
1967,45182,4126,0
1968,49256,2808,0
1969,48146,32512,0
1970,41138,32421,0
1971,16834,6899,0
1972,39482,35039,0
1973,7350,39458,0
1974,21551,48283,0
1975,3160,27769,0
1976,32129,37165,0
1977,39644,5761,0
1978,42567,49422,0
1979,609,48756,0
1980,16160,6396,0
1981,36605,46407,0
1982,37797,32728,0
1983,23586,3967,0
1984,17295,12562,0
1985,28441,49257,0
1986,15805,49215,0
1987,16320,29659,0
1988,24307,46545,0
1989,4730,5755,0
1990,25724,13551,0
1991,23783,11836,0
1992,13784,32460,0
1993,15033,21759,0
1994,40117,22546,0
1995,9202,44110,0
1996,40463,1491,0
1997,34258,49265,0
1998,14789,13670,0
1999,29705,8477,0
2000,18250,21951,0
2001,16379,28145,0
2002,19312,47641,0
2003,34984,14845,0
2004,15484,15400,0
2005,30378,35523,0
2006,43799,19842,0
2007,17862,1840,0
2008,31609,2359,0
2009,35672,9742,0
2010,33676,5876,0
2011,17000,5982,0
2012,15974,18418,0
2013,35297,36660,0
2014,48839,3004,0
2015,38219,20312,0
2016,36023,43153,0
2017,19080,12178,0
2018,49519,28777,0
2019,3020,43549,0
2020,22711,14454,0
2021,32819,9049,0
2022,12534,252,0
2023,155,13607,0
2024,32604,37942,0
2025,41387,47380,0
2026,1394,2972,0
2027,27830,10741,0
2028,20752,4993,0
2029,24786,6720,0
2030,30716,49824,0
2031,6625,28547,0
2032,33092,3172,0
2033,14248,21559,0
2034,31765,48110,0
2035,45272,34647,0
2036,16360,48416,0
2037,44104,43435,0
2038,41103,36078,0
2039,13322,6468,0
2040,4729,20539,0
2041,17776,12753,0
2042,15204,32863,0
2043,34980,6350,0
2044,2331,28936,0
2045,14681,28392,0
2046,35618,29238,0
2047,23147,42095,0
2048,31384,19721,0
2049,40302,16552,0
2050,43253,2854,0
2051,1662,31029,0
2052,27547,38695,0
2053,40812,10423,0
2054,20292,46052,0
2055,19697,42459,0
2056,11748,37384,0
2057,3318,48975,0
2058,41421,23713,0
2059,8408,28117,0
2060,12041,35916,0
2061,31407,46658,0
2062,48494,1009,0
2063,33670,29176,0
2064,47877,18568,0
2065,35567,37944,0
2066,25088,46789,0
2067,43677,4471,0
2068,23765,42265,0
2069,23937,19337,0
2070,15096,36312,0
2071,16723,47663,0
2072,49064,20760,0
2073,6686,21952,0
2074,39526,37807,0
2075,29734,30586,0
2076,20613,31706,0
2077,20206,12134,0
2078,18389,29144,0
2079,28747,22224,0
2080,41295,13751,0
2081,13389,1408,0
2082,63,7335,0
2083,15174,11655,0
2084,14010,26601,0
2085,26078,49756,0
2086,3969,36611,0
2087,44553,3364,0
2088,4692,17758,0
2089,47906,41913,0
2090,28341,42073,0
2091,16567,39552,0
2092,23653,17834,0
2093,44357,9841,0
2094,30027,31373,0
2095,34359,35009,0
2096,23228,18624,0
2097,47065,44680,0
2098,41602,40632,0
2099,49830,40426,0
2100,19391,46458,0
2101,45509,5623,0
2102,38444,33291,0
2103,33981,7480,0
2104,6380,37844,0
2105,49130,21706,0
2106,33501,32884,0
2107,32069,6725,0
2108,23177,32026,0
2109,37516,21537,0
2110,1394,32637,0
2111,2547,21474,0
2112,16190,44301,0
2113,18394,575,0
2114,11560,39510,0
2115,20026,4164,0
2116,41698,48799,0
2117,1765,44069,0
2118,17982,24201,0
2119,16384,10774,0
2120,42760,43375,0
2121,21215,767,0
2122,17930,6483,0
2123,49118,21480,0
2124,40082,4214,0
2125,4895,23139,0
2126,46405,34969,0
2127,46872,10269,0
2128,42676,8214,0
2129,37118,13920,0
2130,4205,4942,0
2131,11041,607,0
2132,19176,30947,0
2133,12778,8154,0
2134,44311,11320,0
2135,26505,18786,0
2136,33927,33234,0
2137,36056,27049,0
2138,4037,45143,0
2139,8172,29017,0
2140,13563,9777,0
2141,33486,1219,0
2142,18586,25604,0
2143,10542,32535,0
2144,23196,9771,0
2145,40775,771,0
2146,43226,24465,0
2147,3032,13544,0
2148,5559,21210,0
2149,37776,29704,0
2150,30752,45884,0
2151,36548,15618,0
2152,49339,6149,0
2153,40442,48856,0
2154,42222,19132,0
2155,19820,13090,0
2156,11650,21602,0
2157,48219,22333,0
2158,1982,20109,0
2159,16596,26629,0
2160,35680,532,0
2161,29700,21821,0
2162,34318,39814,0
2163,29134,20097,0
2164,43718,47908,0
2165,23580,15187,0
2166,44796,18666,0
2167,4774,15399,0
2168,23969,32675,0
2169,43559,40681,0
2170,39381,47311,0
2171,34974,48197,0
2172,34640,11168,0
2173,44152,19503,0
2174,18179,26919,0
2175,33090,48709,0
2176,22474,44259,0
2177,30264,17032,0
2178,25518,33004,0
2179,41679,28480,0
2180,34274,22337,0
2181,39087,1171,0
2182,49370,23905,0
2183,7620,15806,0
2184,37477,21692,0
2185,12598,1123,0
2186,45970,4007,0
2187,6144,1618,0
2188,1064,7888,0
2189,17027,22627,0
2190,17236,28628,0
2191,20634,25041,0
2192,13090,11384,0
2193,2913,3598,0
2194,31475,45824,0
2195,614,11974,0
2196,11509,6979,0
2197,17332,30029,0
2198,48922,12761,0
2199,23683,35448,0
2200,372,42427,0
2201,4533,31686,0
2202,2200,25017,0
2203,11378,49506,0
2204,43056,594,0
2205,5136,39304,0
2206,48393,2059,0
2207,29942,12793,0
2208,8831,39121,0
2209,30420,3935,0
2210,4421,32384,0
2211,42220,28588,0
2212,10452,15756,0
2213,29554,49837,0
2214,43727,33983,0
2215,3074,34791,0
2216,43478,34410,0
2217,36870,7643,0
2218,41805,27033,0
2219,37138,14224,0
2220,14152,32482,0
2221,14200,22350,0
2222,44136,24365,0
2223,22366,4270,0
2224,15156,8394,0
2225,49799,19584,0
2226,37863,23151,0
2227,41704,9022,0
2228,45288,30700,0
2229,7428,4227,0
2230,31008,45933,0
2231,6268,32124,0
2232,26034,28278,0
2233,19729,5676,0
2234,788,14331,0
2235,8406,25493,0
2236,48380,31163,0
2237,46695,36049,0
2238,10260,31346,0
2239,19553,28266,0
2240,9818,17415,0
2241,41446,43264,0
2242,18767,35436,0
2243,16165,32514,0
2244,31430,31639,0
2245,40529,44501,0
2246,15548,11412,0
2247,12914,41224,0
2248,20535,27774,0
2249,49049,14898,0
2250,17839,27469,0
2251,40059,37412,0
2252,37493,936,0
2253,10927,668,0
2254,1563,13172,0
2255,14035,32970,0
2256,38351,6070,0
2257,9421,13406,0
2258,25771,34418,0
2259,7268,45019,0
2260,38842,2143,0
2261,26008,46439,0
2262,29270,1112,0
2263,15337,44911,0
2264,24265,12659,0
2265,2947,10401,0
2266,28035,1508,0
2267,42708,30300,0
2268,4586,21577,0
2269,11057,11637,0
2270,39376,7153,0
2271,41938,4260,0
2272,7217,27122,0
2273,20711,33611,0
2274,14352,26796,0
2275,27954,39234,0
2276,18820,48228,0
2277,9614,32271,0
2278,13366,24486,0
2279,35620,17798,0
2280,2143,10956,0
2281,43660,13377,0
2282,32392,49123,0
2283,16183,26249,0
2284,48631,30734,0
2285,40230,40811,0
2286,954,5843,0
2287,37528,6918,0
2288,24719,29579,0
2289,2011,17603,0
2290,25003,7646,0
2291,25338,48283,0
2292,47403,25858,0
2293,40221,33528,0
2294,8323,35899,0
2295,29864,37640,0
2296,35716,22767,0
2297,26976,39794,0
2298,45490,48041,0
2299,8800,14738,0
2300,38080,8720,0
2301,19375,16154,0
2302,25523,865,0
2303,41415,25752,0
2304,7866,8454,0
2305,9158,4805,0
2306,14244,2487,0
2307,40173,36089,0
2308,357,35142,0
2309,14191,19068,0
2310,15575,486,0
2311,48561,14638,0
2312,34319,28443,0
2313,40793,26348,0
2314,18539,20204,0
2315,5828,46406,0
2316,29928,30993,0
2317,36597,22758,0
2318,44830,5900,0
2319,43510,49380,0
2320,39186,5446,0
2321,5565,25243,0
2322,7764,47373,0
2323,41568,41778,0
2324,10301,17628,0
2325,11638,41271,0
2326,39720,32148,0
2327,25231,7580,0
2328,25398,3556,0
2329,43250,19066,0
2330,33576,3795,0
2331,17970,2125,0
2332,2293,46066,0
2333,36813,48777,0
2334,33353,36934,0
2335,47646,18930,0
2336,9758,3995,0
2337,11008,22566,0
2338,47606,15367,0
2339,49403,30135,0
2340,3740,9716,0
2341,21219,9934,0
2342,42537,5022,0
2343,35498,9028,0
2344,5773,20065,0
2345,11626,17660,0
2346,21162,4704,0
2347,18891,40792,0
2348,44926,2174,0
2349,2789,34754,0
2350,25946,29560,0
2351,13686,17754,0
2352,23093,29271,0
2353,18259,11653,0
2354,5444,9394,0
2355,18317,46532,0
2356,26929,36675,0
2357,34734,25786,0
2358,37045,10974,0
2359,40122,31912,0
2360,44341,22839,0
2361,14254,49702,0
2362,32058,15745,0
2363,34972,23857,0
2364,13964,45964,0
2365,35863,48911,0
2366,47283,29966,0
